RowID,OrderID,OrderDate,ShipDate,ShipDays,CustomerID,ProductKey,GeographyKey,ShipModeKey,Sales
973,CA-2021-115791,2021-01-16,2021-01-18,2,DL-13315,749,303,3,18.588
974,CA-2021-115791,2021-01-16,2021-01-18,2,DL-13315,1020,303,3,30.072
5365,CA-2021-123477,2021-01-18,2021-01-21,3,DW-13195,437,597,3,64.864
5463,CA-2021-146591,2021-01-19,2021-01-20,1,TS-21340,766,457,2,32.34
5464,CA-2021-146591,2021-01-19,2021-01-20,1,TS-21340,1109,457,2,56.064
5465,CA-2021-146591,2021-01-19,2021-01-20,1,TS-21340,908,457,2,108.72
5466,CA-2021-146591,2021-01-19,2021-01-20,1,TS-21340,26,457,2,181.47
5737,CA-2021-148614,2021-01-20,2021-01-25,5,MV-17485,1136,499,4,19.36
5738,CA-2021-148614,2021-01-20,2021-01-25,5,MV-17485,211,499,4,19.3
6327,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,1341,86,4,13.98
6328,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,206,86,4,272.94
6329,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,665,86,4,19.05
6330,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,450,86,4,247.716
6331,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,1351,86,4,66.58
6332,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,612,86,4,43.92
6333,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,323,86,4,14.73
6334,CA-2021-167927,2021-01-20,2021-01-26,6,XP-21865,823,86,4,29.7
1122,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,1726,325,4,699.93
1123,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,604,325,4,22.96
1124,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,211,325,4,38.6
1125,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,577,325,4,6.63
1126,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,900,325,4,23.34
1127,US-2021-147627,2021-01-20,2021-01-26,6,HL-15040,98,325,4,1067.94
7121,US-2021-147774,2021-01-20,2021-01-26,6,MM-18280,741,435,4,67.194
9156,CA-2021-102645,2021-01-23,2021-01-28,5,IM-15055,1215,579,4,40.08
8150,CA-2021-167997,2021-01-26,2021-01-29,3,CA-11965,835,122,2,10.68
8151,CA-2021-167997,2021-01-26,2021-01-29,3,CA-11965,39,122,2,141.96
2579,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,254,436,4,62.82
2580,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,1400,436,4,489.92
2581,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,1063,436,4,19.44
2582,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,1084,436,4,16.68
2583,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,1795,436,4,155.35
2584,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,219,436,4,12.42
2585,US-2021-155502,2021-01-26,2021-01-31,5,SD-20485,1778,436,4,187.98
3795,US-2021-117163,2021-01-27,2021-02-02,6,EJ-13720,1394,526,4,57.23
3796,US-2021-117163,2021-01-27,2021-02-02,6,EJ-13720,331,526,4,333.0
3797,US-2021-117163,2021-01-27,2021-02-02,6,EJ-13720,538,526,4,36.44
3084,CA-2021-100328,2021-01-28,2021-02-03,6,JC-15340,807,264,4,3.928
6388,CA-2021-134103,2021-01-30,2021-02-04,5,MV-18190,1239,70,4,10.56
6389,CA-2021-134103,2021-01-30,2021-02-04,5,MV-18190,1415,70,4,229.94
3366,CA-2021-115161,2021-01-31,2021-02-02,2,LC-17050,46,501,2,290.666
541,CA-2021-140795,2021-02-01,2021-02-03,2,BD-11500,1491,185,2,468.9
9138,CA-2021-123400,2021-02-02,2021-02-09,7,EB-13930,826,363,4,18.336
9139,CA-2021-123400,2021-02-02,2021-02-09,7,EB-13930,1709,363,4,180.96
1704,CA-2021-139857,2021-02-02,2021-02-06,4,CD-12790,943,526,4,12.35
1518,CA-2021-111059,2021-02-03,2021-02-06,3,TB-21400,786,624,3,83.84
1519,CA-2021-111059,2021-02-03,2021-02-06,3,TB-21400,679,624,3,13.272
8585,CA-2021-104808,2021-02-04,2021-02-08,4,MH-17440,766,480,3,17.248
1544,CA-2021-107181,2021-02-04,2021-02-08,4,DB-13270,761,525,4,82.896
1545,CA-2021-107181,2021-02-04,2021-02-08,4,DB-13270,1078,525,4,34.24
8981,CA-2021-108182,2021-02-06,2021-02-10,4,DL-13315,683,30,3,8.952
1998,CA-2021-131905,2021-02-06,2021-02-09,3,ND-18460,968,439,2,15.0
1999,CA-2021-131905,2021-02-06,2021-02-09,3,ND-18460,1717,439,2,161.61
2000,CA-2021-131905,2021-02-06,2021-02-09,3,ND-18460,1712,439,2,144.95
850,CA-2021-107755,2021-02-07,2021-02-12,5,CK-12760,1564,243,4,115.36
8736,US-2021-169390,2021-02-07,2021-02-10,3,CS-12250,1315,264,3,64.96
9267,CA-2021-125759,2021-02-08,2021-02-09,1,NM-18445,281,580,2,14.56
5631,CA-2021-127614,2021-02-11,2021-02-15,4,NF-18385,1491,439,4,234.45
5632,CA-2021-127614,2021-02-11,2021-02-15,4,NF-18385,360,439,4,1256.22
5633,CA-2021-127614,2021-02-11,2021-02-15,4,NF-18385,849,439,4,17.46
9255,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,87,100,3,60.89
9256,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,971,100,3,14.94
9257,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,854,100,3,9.64
9258,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,291,100,3,332.94
9259,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,832,100,3,51.9
9260,CA-2021-168368,2021-02-11,2021-02-15,4,GA-14725,1356,100,3,64.96
457,US-2021-110674,2021-02-12,2021-02-18,6,SC-20095,70,473,4,129.568
5467,CA-2021-107706,2021-02-14,2021-02-19,5,ST-20530,1076,156,3,16.176
9762,CA-2021-121762,2021-02-14,2021-02-18,4,ML-17395,1531,623,4,239.97
9763,CA-2021-121762,2021-02-14,2021-02-18,4,ML-17395,405,623,4,81.96
9764,CA-2021-121762,2021-02-14,2021-02-18,4,ML-17395,1463,623,4,238.62
7438,CA-2021-165568,2021-02-15,2021-02-19,4,BF-11020,809,624,4,21.36
1333,CA-2021-122567,2021-02-16,2021-02-21,5,MN-17935,841,142,4,1.08
1334,CA-2021-122567,2021-02-16,2021-02-21,5,MN-17935,444,142,4,7.96
9516,CA-2021-154165,2021-02-17,2021-02-24,7,DL-13315,640,10,4,54.208
8223,CA-2021-152905,2021-02-18,2021-02-24,6,AB-10015,1321,127,4,12.624
6082,US-2021-165589,2021-02-18,2021-02-18,0,TB-21595,166,162,1,25.16
4521,CA-2021-109491,2021-02-20,2021-02-26,6,LC-16930,1492,49,4,62.31
4522,CA-2021-109491,2021-02-20,2021-02-26,6,LC-16930,279,49,4,20.32
8504,CA-2021-164903,2021-02-20,2021-02-24,4,SR-20740,1276,499,4,12.96
2883,CA-2021-165540,2021-02-21,2021-02-25,4,TM-21010,764,35,4,8.85
7611,CA-2021-133354,2021-02-22,2021-02-24,2,SA-20830,1294,504,2,19.44
6530,CA-2021-103744,2021-02-23,2021-02-27,4,MG-17875,1026,145,4,6.936
6531,CA-2021-103744,2021-02-23,2021-02-27,4,MG-17875,751,145,4,4.428
5512,US-2021-137680,2021-02-24,2021-03-02,6,JH-15430,1079,593,4,32.896
5513,US-2021-137680,2021-02-24,2021-03-02,6,JH-15430,1108,593,4,22.776
9464,CA-2021-156545,2021-02-27,2021-03-03,4,JS-16030,646,278,2,19.456
158,CA-2021-104269,2021-03-01,2021-03-06,5,DB-13060,60,625,3,457.568
6548,CA-2021-113880,2021-03-01,2021-03-05,4,VF-21715,118,14,4,634.116
6549,CA-2021-113880,2021-03-01,2021-03-05,4,VF-21715,1048,14,4,17.472
7948,CA-2021-131009,2021-03-01,2021-03-05,4,SC-20380,938,145,4,18.84
7949,CA-2021-131009,2021-03-01,2021-03-05,4,SC-20380,93,145,4,362.25
7950,CA-2021-131009,2021-03-01,2021-03-05,4,SC-20380,162,145,4,63.552
7951,CA-2021-131009,2021-03-01,2021-03-05,4,SC-20380,1348,145,4,129.552
8310,CA-2021-168312,2021-03-01,2021-03-07,6,GW-14605,1394,153,4,137.352
8311,CA-2021-168312,2021-03-01,2021-03-07,6,GW-14605,340,153,4,376.509
5714,US-2021-143707,2021-03-01,2021-03-05,4,HR-14770,1869,265,4,5.94
6058,CA-2021-107524,2021-03-02,2021-03-08,6,KN-16705,901,262,4,11.36
6059,CA-2021-107524,2021-03-02,2021-03-08,6,KN-16705,1044,262,4,36.4
8712,CA-2021-105648,2021-03-03,2021-03-07,4,EJ-14155,337,526,4,626.352
1163,CA-2021-127964,2021-03-03,2021-03-08,5,AP-10720,1847,265,4,9.99
1164,CA-2021-127964,2021-03-03,2021-03-08,5,AP-10720,786,265,4,125.76
1165,CA-2021-127964,2021-03-03,2021-03-08,5,AP-10720,711,265,4,25.32
7349,CA-2021-130421,2021-03-03,2021-03-07,4,SC-20020,385,156,4,176.772
556,CA-2021-155852,2021-03-03,2021-03-07,4,AJ-10945,646,413,3,19.456
7247,US-2021-127978,2021-03-03,2021-03-08,5,JS-15595,984,278,4,15.12
7248,US-2021-127978,2021-03-03,2021-03-08,5,JS-15595,26,278,4,302.45
7249,US-2021-127978,2021-03-03,2021-03-08,5,JS-15595,1346,278,4,44.672
1565,CA-2021-116239,2021-03-04,2021-03-04,0,CL-12565,1410,415,1,354.9
4422,CA-2021-117016,2021-03-04,2021-03-09,5,SC-20095,498,347,4,15.552
8497,CA-2021-169061,2021-03-05,2021-03-08,3,AB-10150,597,273,3,59.52
8498,CA-2021-169061,2021-03-05,2021-03-08,3,AB-10150,1541,273,3,479.97
8499,CA-2021-169061,2021-03-05,2021-03-08,3,AB-10150,1449,273,3,18.62
8500,CA-2021-169061,2021-03-05,2021-03-08,3,AB-10150,777,273,3,49.632
8501,CA-2021-169061,2021-03-05,2021-03-08,3,AB-10150,1151,273,3,97.82
9641,CA-2021-104563,2021-03-07,2021-03-12,5,CM-12715,605,623,4,20.65
9642,CA-2021-104563,2021-03-07,2021-03-12,5,CM-12715,1331,623,4,204.9
9643,CA-2021-104563,2021-03-07,2021-03-12,5,CM-12715,129,623,4,436.704
9644,CA-2021-104563,2021-03-07,2021-03-12,5,CM-12715,78,623,4,481.568
4962,CA-2021-156587,2021-03-07,2021-03-08,1,AB-10015,81,623,2,48.712
4963,CA-2021-156587,2021-03-07,2021-03-08,1,AB-10015,581,623,2,17.94
4964,CA-2021-156587,2021-03-07,2021-03-08,1,AB-10015,1326,623,2,242.94
5254,US-2021-131982,2021-03-07,2021-03-11,4,NP-18685,718,613,3,107.648
1172,US-2021-100279,2021-03-10,2021-03-14,4,SW-20275,1064,81,4,22.38
2101,US-2021-140116,2021-03-10,2021-03-17,7,KT-16480,1430,556,4,636.408
2102,US-2021-140116,2021-03-10,2021-03-17,7,KT-16480,501,556,4,83.168
7015,CA-2021-114790,2021-03-11,2021-03-13,2,FM-14215,438,386,3,146.76
7016,CA-2021-114790,2021-03-11,2021-03-13,2,FM-14215,1564,386,3,32.96
7017,CA-2021-114790,2021-03-11,2021-03-13,2,FM-14215,1827,386,3,587.97
7018,CA-2021-114790,2021-03-11,2021-03-13,2,FM-14215,1247,386,3,14.94
3442,CA-2021-158337,2021-03-11,2021-03-14,3,KA-16525,1095,264,3,108.92
1542,CA-2021-166884,2021-03-11,2021-03-16,5,CK-12205,229,278,3,8.32
1543,CA-2021-166884,2021-03-11,2021-03-16,5,CK-12205,953,278,3,10.464
8300,US-2021-103338,2021-03-11,2021-03-15,4,RB-19435,544,520,4,7.98
9515,CA-2021-100293,2021-03-14,2021-03-18,4,NF-18475,1146,343,4,91.056
4677,CA-2021-114510,2021-03-14,2021-03-19,5,JF-15295,777,602,4,33.088
4678,CA-2021-114510,2021-03-14,2021-03-19,5,JF-15295,1327,602,4,80.98
4679,CA-2021-114510,2021-03-14,2021-03-19,5,JF-15295,1500,602,4,82.8
4680,CA-2021-114510,2021-03-14,2021-03-19,5,JF-15295,1419,602,4,21.36
4681,CA-2021-114510,2021-03-14,2021-03-19,5,JF-15295,806,602,4,62.048
9406,CA-2021-152618,2021-03-14,2021-03-17,3,RB-19465,1668,10,2,574.91
9407,CA-2021-152618,2021-03-14,2021-03-17,3,RB-19465,1229,10,2,8.448
1891,CA-2021-157623,2021-03-14,2021-03-18,4,DK-13225,1239,484,4,10.56
1892,CA-2021-157623,2021-03-14,2021-03-18,4,DK-13225,491,484,4,3.38
2841,US-2021-125521,2021-03-14,2021-03-19,5,CK-12325,58,439,4,1139.92
603,CA-2021-149958,2021-03-15,2021-03-19,4,AS-10240,1371,367,4,142.776
604,CA-2021-149958,2021-03-15,2021-03-19,4,AS-10240,212,367,4,45.696
605,CA-2021-149958,2021-03-15,2021-03-19,4,AS-10240,794,367,4,7.218
606,CA-2021-149958,2021-03-15,2021-03-19,4,AS-10240,773,367,4,43.188
607,CA-2021-149958,2021-03-15,2021-03-19,4,AS-10240,1148,367,4,131.904
3453,CA-2021-157609,2021-03-16,2021-03-21,5,KN-16705,1846,411,3,471.92
1346,CA-2021-118339,2021-03-17,2021-03-24,7,BN-11515,416,91,4,93.78
1347,CA-2021-118339,2021-03-17,2021-03-24,7,BN-11515,1076,91,4,47.18
1348,CA-2021-118339,2021-03-17,2021-03-24,7,BN-11515,602,91,4,19.68
1349,CA-2021-118339,2021-03-17,2021-03-24,7,BN-11515,835,91,4,53.4
1350,CA-2021-118339,2021-03-17,2021-03-24,7,BN-11515,694,91,4,35.88
8011,CA-2021-127859,2021-03-17,2021-03-20,3,QJ-19255,1170,303,3,126.624
5101,CA-2021-158442,2021-03-17,2021-03-17,0,AZ-10750,584,141,1,4.448
5102,CA-2021-158442,2021-03-17,2021-03-17,0,AZ-10750,1232,141,1,5.184
5103,CA-2021-158442,2021-03-17,2021-03-17,0,AZ-10750,1233,141,1,15.552
2358,US-2021-148838,2021-03-17,2021-03-21,4,CP-12340,347,264,4,1579.746
2359,US-2021-148838,2021-03-17,2021-03-21,4,CP-12340,330,264,4,1071.576
2360,US-2021-148838,2021-03-17,2021-03-21,4,CP-12340,362,264,4,613.908
2361,US-2021-148838,2021-03-17,2021-03-21,4,CP-12340,1189,264,4,34.86
2362,US-2021-148838,2021-03-17,2021-03-21,4,CP-12340,1180,264,4,155.04
7428,US-2021-164763,2021-03-17,2021-03-21,4,MH-17440,665,394,4,11.43
7429,US-2021-164763,2021-03-17,2021-03-21,4,MH-17440,770,394,4,30.44
7430,US-2021-164763,2021-03-17,2021-03-21,4,MH-17440,1223,394,4,12.96
7431,US-2021-164763,2021-03-17,2021-03-21,4,MH-17440,1061,394,4,16.0
7432,US-2021-164763,2021-03-17,2021-03-21,4,MH-17440,401,394,4,32.67
6152,CA-2021-111871,2021-03-18,2021-03-21,3,EK-13795,9,529,3,1198.33
2697,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,1668,343,4,821.3
2698,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,1655,343,4,22638.48
2699,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,1215,343,4,21.376
2700,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,488,343,4,8.016
2701,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,238,343,4,30.768
2702,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,948,343,4,18.936
2703,CA-2021-145317,2021-03-18,2021-03-23,5,SM-20320,178,343,4,122.352
7328,US-2021-131275,2021-03-18,2021-03-24,6,SC-20050,204,467,4,111.0
7329,US-2021-131275,2021-03-18,2021-03-24,6,SC-20050,1696,467,4,1279.968
7330,US-2021-131275,2021-03-18,2021-03-24,6,SC-20050,1430,467,4,1856.19
6161,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,1740,346,2,323.976
6162,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,992,346,2,11.808
6163,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,1332,346,2,26.16
6164,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,683,346,2,33.57
6165,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,229,346,2,4.992
6166,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,191,346,2,20.016
6167,CA-2021-103989,2021-03-19,2021-03-21,2,MC-17605,1554,346,2,170.24
196,CA-2021-140004,2021-03-21,2021-03-25,4,CB-12025,504,284,4,7.408
197,CA-2021-140004,2021-03-21,2021-03-25,4,CB-12025,507,284,4,6.048
7584,CA-2021-163223,2021-03-21,2021-03-25,4,KH-16690,1864,445,4,3499.93
7585,CA-2021-163223,2021-03-21,2021-03-25,4,KH-16690,981,445,4,14.4
7586,CA-2021-163223,2021-03-21,2021-03-25,4,KH-16690,1181,445,4,122.97
7587,CA-2021-163223,2021-03-21,2021-03-25,4,KH-16690,487,445,4,9.32
7588,CA-2021-163223,2021-03-21,2021-03-25,4,KH-16690,850,445,4,122.94
5461,US-2021-107405,2021-03-21,2021-03-25,4,TS-21205,1431,396,4,16.272
8344,US-2021-155544,2021-03-21,2021-03-25,4,GM-14440,995,430,4,59.2
8345,US-2021-155544,2021-03-21,2021-03-25,4,GM-14440,176,430,4,32.952
8346,US-2021-155544,2021-03-21,2021-03-25,4,GM-14440,72,430,4,218.376
2871,CA-2021-148040,2021-03-22,2021-03-26,4,BF-11275,1217,460,4,74.352
2872,CA-2021-148040,2021-03-22,2021-03-26,4,BF-11275,126,460,4,314.352
4341,US-2021-129609,2021-03-22,2021-03-22,0,VM-21835,490,48,1,16.28
1768,US-2021-158057,2021-03-22,2021-03-26,4,CC-12685,708,406,4,7.644
1769,US-2021-158057,2021-03-22,2021-03-26,4,CC-12685,757,406,4,51.465
3555,CA-2021-120838,2021-03-23,2021-03-26,3,PO-18865,1338,497,3,330.4
3556,CA-2021-120838,2021-03-23,2021-03-26,3,PO-18865,1813,497,3,604.752
6591,CA-2021-164749,2021-03-23,2021-03-26,3,BG-11740,963,337,2,9.912
7802,CA-2021-143637,2021-03-24,2021-03-29,5,MS-17710,165,482,3,40.48
4480,CA-2021-147235,2021-03-24,2021-03-28,4,CD-11920,1161,264,4,24.9
9307,CA-2021-128237,2021-03-25,2021-03-30,5,CA-12265,602,529,4,6.56
9308,CA-2021-128237,2021-03-25,2021-03-30,5,CA-12265,543,529,4,14.88
9309,CA-2021-128237,2021-03-25,2021-03-30,5,CA-12265,1507,529,4,45.48
9310,CA-2021-128237,2021-03-25,2021-03-30,5,CA-12265,496,529,4,25.44
2433,CA-2021-148586,2021-03-25,2021-04-01,7,AZ-10750,112,262,4,366.786
9660,CA-2021-100860,2021-03-26,2021-03-30,4,CS-12505,1024,513,3,18.75
4245,CA-2021-138436,2021-03-26,2021-03-30,4,JD-15895,1609,497,4,66.3
9052,CA-2021-141838,2021-03-26,2021-03-31,5,DK-12835,556,530,3,3.36
9053,CA-2021-141838,2021-03-26,2021-03-31,5,DK-12835,849,530,3,27.936
9054,CA-2021-141838,2021-03-26,2021-03-31,5,DK-12835,1770,530,3,28.784
8464,CA-2021-100881,2021-03-28,2021-04-01,4,DR-12940,1716,583,4,302.376
7840,US-2021-137869,2021-03-28,2021-04-02,5,CV-12295,891,53,4,6.12
7841,US-2021-137869,2021-03-28,2021-04-02,5,CV-12295,366,53,4,1184.72
7306,CA-2021-137274,2021-03-29,2021-04-02,4,MG-18145,349,171,4,890.841
6139,CA-2021-131247,2021-03-30,2021-04-04,5,GA-14725,31,529,4,205.666
5284,CA-2021-133424,2021-03-30,2021-04-04,5,Dl-13600,1422,624,4,15.84
5285,CA-2021-133424,2021-03-30,2021-04-04,5,Dl-13600,979,624,4,44.4
7630,CA-2021-162089,2021-03-30,2021-04-01,2,MP-17470,868,132,2,335.72
7631,CA-2021-162089,2021-03-30,2021-04-01,2,MP-17470,1775,132,2,251.944
7632,CA-2021-162089,2021-03-30,2021-04-01,2,MP-17470,83,132,2,127.302
2897,CA-2021-169033,2021-03-30,2021-04-03,4,KM-16720,613,259,4,49.65
5954,US-2021-105151,2021-03-30,2021-03-31,1,SG-20890,630,262,2,10.5
8431,US-2021-113124,2021-03-30,2021-04-05,6,NC-18340,1414,87,4,129.3
5480,CA-2021-101770,2021-03-31,2021-04-04,4,KB-16240,689,351,4,1.869
4712,CA-2021-112403,2021-03-31,2021-03-31,0,JO-15280,700,302,1,0.852
2230,CA-2021-128055,2021-03-31,2021-04-05,5,AA-10315,736,530,4,673.568
2231,CA-2021-128055,2021-03-31,2021-04-05,5,AA-10315,434,530,4,52.98
9566,CA-2021-130428,2021-03-31,2021-03-31,0,TG-21640,76,367,1,1125.488
9567,CA-2021-130428,2021-03-31,2021-03-31,0,TG-21640,788,367,1,12.645
9568,CA-2021-130428,2021-03-31,2021-03-31,0,TG-21640,507,367,1,4.032
5049,US-2021-104759,2021-03-31,2021-04-04,4,DD-13570,727,8,4,8.134
5050,US-2021-104759,2021-03-31,2021-04-04,4,DD-13570,1512,8,4,79.984
7954,CA-2021-138359,2021-04-01,2021-04-06,5,KH-16330,1398,231,4,66.96
7955,CA-2021-138359,2021-04-01,2021-04-06,5,KH-16330,859,231,4,6.24
1373,US-2021-157021,2021-04-01,2021-04-06,5,KM-16720,979,545,3,29.6
1374,US-2021-157021,2021-04-01,2021-04-06,5,KM-16720,808,545,3,17.088
8920,CA-2021-160276,2021-04-02,2021-04-08,6,AH-10690,271,447,4,177.68
5683,CA-2021-164315,2021-04-02,2021-04-08,6,RD-19585,1259,369,4,15.84
5684,CA-2021-164315,2021-04-02,2021-04-08,6,RD-19585,1801,369,4,1049.93
5685,CA-2021-164315,2021-04-02,2021-04-08,6,RD-19585,430,369,4,154.9
8827,US-2021-157847,2021-04-02,2021-04-06,4,SC-20020,1158,156,3,26.72
8828,US-2021-157847,2021-04-02,2021-04-06,4,SC-20020,1212,156,3,33.488
1561,CA-2021-105172,2021-04-04,2021-04-09,5,PK-18910,1009,528,4,18.9
3955,CA-2021-133228,2021-04-04,2021-04-09,5,MS-17710,149,68,4,5.47
3956,CA-2021-133228,2021-04-04,2021-04-09,5,MS-17710,568,68,4,79.36
5121,CA-2021-149538,2021-04-04,2021-04-08,4,KB-16585,1403,389,4,232.55
5122,CA-2021-149538,2021-04-04,2021-04-08,4,KB-16585,1544,389,4,99.98
5123,CA-2021-149538,2021-04-04,2021-04-08,4,KB-16585,1281,389,4,19.44
5124,CA-2021-149538,2021-04-04,2021-04-08,4,KB-16585,1232,389,4,12.96
4845,US-2021-128685,2021-04-04,2021-04-05,1,MZ-17515,693,495,2,7.184
3277,CA-2021-102988,2021-04-05,2021-04-09,4,GM-14695,531,436,3,22.96
3278,CA-2021-102988,2021-04-05,2021-04-09,4,GM-14695,1712,436,3,28.99
3279,CA-2021-102988,2021-04-05,2021-04-09,4,GM-14695,1223,436,3,12.96
3280,CA-2021-102988,2021-04-05,2021-04-09,4,GM-14695,571,436,3,22.96
3281,CA-2021-102988,2021-04-05,2021-04-09,4,GM-14695,1472,436,3,4164.05
711,CA-2021-113887,2021-04-05,2021-04-07,2,TH-21550,1060,265,2,55.48
9507,CA-2021-149104,2021-04-05,2021-04-07,2,RD-19900,636,67,3,26.7
9508,CA-2021-149104,2021-04-05,2021-04-07,2,RD-19900,732,67,3,40.2
9509,CA-2021-149104,2021-04-05,2021-04-07,2,RD-19900,504,67,3,13.89
9510,CA-2021-149104,2021-04-05,2021-04-07,2,RD-19900,1415,67,3,689.82
3879,CA-2021-151001,2021-04-05,2021-04-07,2,JG-15805,1425,12,2,49.632
3880,CA-2021-151001,2021-04-05,2021-04-07,2,JG-15805,1317,12,2,52.096
6016,CA-2021-102652,2021-04-06,2021-04-12,6,AY-10555,307,499,4,91.96
6017,CA-2021-102652,2021-04-06,2021-04-12,6,AY-10555,153,499,4,33.11
6018,CA-2021-102652,2021-04-06,2021-04-12,6,AY-10555,1284,499,4,19.44
6019,CA-2021-102652,2021-04-06,2021-04-12,6,AY-10555,1204,499,4,55.48
869,CA-2021-136742,2021-04-06,2021-04-10,4,GP-14740,796,301,4,44.91
8839,CA-2021-153808,2021-04-06,2021-04-10,4,FH-14275,522,494,3,70.95
8840,CA-2021-153808,2021-04-06,2021-04-10,4,FH-14275,703,494,3,65.568
